Scheme_ID,Budget_Crore,Allocated_Funds,Beneficiaries_Lakhs,Corruption_Cases,Fraud_Cases,Income_Criteria
SCM6064,48622,43730,45.58,23,12,No Limit
SCM6065,30422,75662,166.2,32,9,2L-5L
SCM6066,43320,58704,489.9,29,15,2L-5L
SCM6067,12917,27073,,42,17,Below 2L
SCM6068,46574,80508,143.27,3,4,2L-5L
SCM6069,47230,83454,456.73,42,17,Above 5L
SCM6070,13326,82746,168.07,44,13,2L-5L
SCM6071,43977,13944,364.98,21,8,Above 5L
SCM6072,44580,64827,73.7,48,1,Above 5L
SCM6073,31257,87772,78.33,19,,2L-5L
,20864,93230,280.7,28,17,Above 5L
SCM6075,18304,72758,119.99,20,7,Above 5L
SCM6076,288,94790,24.76,44,6,Above 5L
SCM6077,30497,82531,463.24,16,0,Above 5L
SCM6078,9514,15123,28.09,1,5,2L-5L
SCM6079,38089,13182,358.75,33,,Below 2L
SCM6080,41538,77462,,21,16,No Limit
SCM6081,6846,87679,466.76,49,11,Above 5L
,14431,12401,493.03,5,16,Below 2L
SCM6083,11354,59477,,24,8,2L-5L
SCM6084,10317,43557,295.59,1,4,No Limit
SCM6085,15683,85158,386.52,42,1,2L-5L
SCM6086,37480,92823,61.79,16,9,Above 5L
SCM6087,34418,57813,354.76,8,4,2L-5L
SCM6088,15900,3345,453.11,19,18,No Limit
SCM6089,30312,74652,89.33,36,8,2L-5L
SCM6090,47433,74102,419.37,14,10,Above 5L
SCM6091,27592,61525,57.89,25,19,Below 2L
SCM6092,32692,96420,284.19,24,19,Below 2L
SCM6093,5333,86442,169.75,30,16,Above 5L
SCM6094,22119,78018,235.91,29,14,2L-5L
,11547,4461,150.39,48,3,Above 5L
SCM6096,14136,94075,130.34,9,1,Above 5L
SCM6097,11098,59686,371.6,37,17,2L-5L
SCM6098,32901,52058,111.63,44,17,2L-5L
SCM6099,24971,42556,204.27,20,10,No Limit
SCM6100,27176,38322,137.35,47,13,Above 5L
SCM6101,44839,65545,119.39,23,12,Below 2L
SCM6102,28252,68710,313.59,33,1,Above 5L
SCM6103,1529,9369,22.81,27,16,Below 2L
SCM6104,10481,53377,394.47,36,18,2L-5L
SCM6105,2087,64056,273.16,23,15,Above 5L
SCM6106,29419,82941,414.24,28,,Below 2L
SCM6107,22755,53407,106.59,16,18,No Limit
SCM6108,19366,39283,354.73,38,10,Below 2L
SCM6109,48128,92044,210.35,23,1,2L-5L
SCM6110,43837,52167,38.49,16,4,Above 5L
SCM6111,11989,32167,376.26,36,15,No Limit
SCM6112,49114,9278,381.12,5,3,Below 2L
SCM6113,48577,16678,135.53,41,18,No Limit
SCM6114,1647,86805,458.03,36,2,Below 2L
SCM6115,49714,65027,382.01,45,,2L-5L
SCM6116,44375,6487,153.45,30,1,Above 5L
SCM6117,33381,85672,119.63,19,13,Above 5L
SCM6118,45156,69927,220.1,45,10,No Limit
SCM6119,13650,99133,,1,4,No Limit
SCM6120,5274,60107,108.59,40,11,2L-5L
SCM6121,36434,39715,199.61,17,17,Below 2L
SCM6122,20287,41148,12.95,49,8,Below 2L
,4038,92025,200.77,21,16,No Limit
SCM6124,1571,86808,110.91,40,15,Below 2L
SCM6125,16821,31826,132.24,36,19,No Limit
SCM6126,7151,21207,41.37,25,18,Below 2L
SCM6127,7544,50844,294.51,49,16,2L-5L
SCM6128,27757,71591,236.06,11,12,Below 2L
SCM6129,36280,6421,375.34,5,14,2L-5L
SCM6130,29899,20220,493.55,16,6,No Limit
SCM6131,2492,14992,59.86,13,9,No Limit
SCM6132,15829,8732,136.29,9,15,Above 5L
SCM6133,33844,57561,341.26,25,0,2L-5L
SCM6134,43305,78437,118.73,2,15,Below 2L
SCM6135,29809,7277,15.17,41,3,2L-5L
SCM6136,36936,79570,54.99,45,9,Above 5L
SCM6137,9995,25689,216.87,14,0,Below 2L
SCM6138,17355,46476,215.45,15,18,Above 5L
SCM6139,3509,95850,486.16,37,11,Above 5L
SCM6140,12844,59639,233.03,13,0,2L-5L
SCM6141,1649,38814,339.07,35,17,2L-5L
SCM6142,15185,88909,246.15,12,16,Below 2L
SCM6143,44567,72368,135.03,26,4,Below 2L
SCM6144,20945,25107,52.81,7,17,2L-5L
SCM6145,14836,85647,429.55,22,2,Below 2L
SCM6146,35489,11918,76.42,40,17,Above 5L
SCM6147,2629,73332,48.54,10,15,Above 5L
SCM6148,43217,48328,106.99,4,11,No Limit
SCM6149,47609,75274,1.34,4,10,Above 5L
SCM6150,27032,64876,36.08,24,16,Above 5L
SCM6151,8451,95123,317.63,17,6,Above 5L
SCM6152,43162,21622,121.85,47,4,2L-5L
SCM6153,11100,56313,169.32,23,8,Below 2L
SCM6154,43059,66361,417.67,8,15,No Limit
SCM6155,39267,12786,386.47,42,,2L-5L
SCM6156,35449,45998,246.17,10,17,No Limit
SCM6157,23049,55277,306.53,13,5,2L-5L
SCM6158,27669,15532,43,41,15,Below 2L
SCM6159,46794,94668,380.82,8,1,Above 5L
SCM6160,19418,88220,258.14,4,13,Below 2L
,18795,48385,285.52,26,3,Below 2L
SCM6162,15268,92102,332.8,10,14,2L-5L
SCM6163,37196,18240,250.14,27,16,Below 2L
SCM6164,39691,6552,260.89,8,8,Below 2L
SCM6165,20812,26140,249.87,12,13,No Limit
SCM6166,19600,76689,248.46,18,12,Above 5L
,38470,75677,375.13,7,10,No Limit
SCM6168,23308,10007,213.66,3,3,No Limit
SCM6169,34327,46635,1.55,43,2,No Limit
SCM6170,4530,84026,306.07,24,5,Above 5L
SCM6171,18935,85958,476.34,6,18,No Limit
SCM6172,40199,39268,128.55,26,16,Below 2L
SCM6173,29027,78401,408.12,39,15,2L-5L
SCM6174,44048,96356,227.8,22,4,Above 5L
SCM6175,9063,10509,321.53,39,,2L-5L
SCM6176,21525,16711,445.45,28,3,No Limit
SCM6177,17595,63361,385.53,35,15,Below 2L
,44371,22626,442.3,9,10,2L-5L
SCM6179,12698,43311,4.86,31,1,No Limit
,9886,75535,93.74,46,16,No Limit
SCM6181,11021,84639,211.8,22,14,Above 5L
SCM6182,42341,57120,423.94,39,8,2L-5L
SCM6183,30353,91909,419.21,46,1,2L-5L
SCM6184,20069,60121,92.65,47,6,Above 5L
,24085,60658,71.21,23,12,No Limit
SCM6186,47332,42937,417.37,20,5,No Limit
SCM6187,11120,41590,270.76,38,1,No Limit
SCM6188,35241,69626,313.42,39,7,No Limit
SCM6189,29561,7647,404.62,28,7,Below 2L
,14452,41413,105.95,44,19,No Limit
SCM6191,15444,17550,,44,5,2L-5L
SCM6192,41401,63785,429.54,26,8,2L-5L
SCM6193,13225,18974,55.98,33,18,Above 5L
SCM6194,37591,72843,44.18,25,10,No Limit
SCM6195,19302,33102,138.61,14,16,Below 2L
SCM6196,42332,47665,158.49,5,3,Below 2L
SCM6197,809,29904,120.64,24,1,2L-5L
SCM6198,7092,64583,370.84,17,6,No Limit
SCM6199,33606,60010,486.68,6,19,2L-5L
SCM6200,26454,44315,99.88,1,9,2L-5L
SCM6201,13333,87967,390.95,33,3,Below 2L
SCM6202,47560,1112,22.22,0,5,Above 5L
SCM6203,4690,73963,59.54,45,8,Above 5L
SCM6204,28806,10660,257.61,1,12,No Limit
SCM6205,13818,5450,499.8,41,,No Limit
SCM6206,22571,29982,474.69,35,3,Above 5L
SCM6207,36586,11809,56.06,3,8,No Limit
SCM6208,13205,14047,119.92,27,19,2L-5L
SCM6209,41069,4881,472.9,22,8,Above 5L
SCM6210,5181,46564,75.45,38,7,Below 2L
SCM6211,48922,99691,371.42,19,5,Above 5L
SCM6212,42797,51985,0.65,36,13,2L-5L
SCM6213,26818,83188,315.89,43,16,Above 5L
SCM6214,20484,18320,247.35,11,19,Above 5L
SCM6215,4645,85636,235.57,31,7,2L-5L
SCM6216,5439,65915,414.61,37,9,2L-5L
SCM6217,15453,66011,40.46,30,14,No Limit
SCM6218,26476,88637,188.73,17,1,Below 2L
SCM6219,28128,45868,223.07,28,9,2L-5L
SCM6220,19200,62530,62.05,33,9,Above 5L
SCM6221,4402,57181,42.92,28,16,Below 2L
SCM6222,1909,44175,89.89,26,16,2L-5L
SCM6223,29017,50893,,30,7,Below 2L
SCM6224,5930,45383,483.03,47,11,Below 2L
SCM6225,18481,6720,237.86,33,0,Below 2L
SCM6226,49024,43814,255.19,16,9,Above 5L
,48737,68455,353.53,19,,No Limit
SCM6228,2230,82753,342.16,30,16,No Limit
SCM6229,4512,92944,251.44,30,1,Below 2L
SCM6230,10984,54977,169.99,38,12,Above 5L
SCM6231,35664,88411,165.59,20,6,No Limit
SCM6232,24232,28161,28.95,6,6,2L-5L
SCM6233,46875,61895,449.83,31,8,Above 5L
SCM6234,47833,12316,384.72,11,14,2L-5L
SCM6235,22807,60566,311.71,22,8,Above 5L
SCM6236,30578,68019,198.1,42,6,2L-5L
SCM6237,6845,61890,291.27,48,11,2L-5L
SCM6238,45755,59179,242.6,42,7,Below 2L
SCM6239,38070,81472,137.04,39,6,Below 2L
SCM6240,34423,23796,,5,5,2L-5L
SCM6241,11982,51450,437.25,31,9,Below 2L
SCM6242,11864,92415,317.49,37,19,Below 2L
SCM6243,24665,84179,0.81,14,2,No Limit
SCM6244,4543,78359,163.5,25,19,2L-5L
SCM6245,13683,21524,170.04,19,11,Below 2L
SCM6246,413900,29606,353.2,11,2,2L-5L
SCM6247,10236,56100,350.26,40,19,Below 2L
SCM6248,21323,29884,232.13,44,17,No Limit
SCM6249,20442,86970,475.49,46,13,2L-5L
SCM6250,9976,3630,436.13,46,15,Above 5L
SCM6251,846,87946,433.12,25,7,Below 2L
SCM6252,35052,98519,174.2,29,15,No Limit
SCM6253,24430,80647,,28,16,2L-5L
SCM6254,14152,5079,209.54,29,0,No Limit
SCM6255,42444,70070,220.19,12,4,No Limit
SCM6256,32676,90664,444.62,40,4,Below 2L
SCM6257,28706,11817,124.64,42,17,2L-5L
SCM6258,31101,89451,401.12,21,2,No Limit
SCM6259,9310,66865,257.07,42,3,No Limit
SCM6260,15179,10887,124.62,40,15,Above 5L
SCM6261,27254,4876,263.69,16,19,2L-5L
SCM6262,28787,3238,97.8,22,4,Below 2L
SCM6263,7248,28040,54.18,24,15,2L-5L
SCM6264,12955,61091,419.1,5,4,2L-5L
SCM6265,28616,37102,349.69,36,17,No Limit
SCM6266,15573,62678,102.57,25,0,Below 2L
SCM6267,30385,49193,471.15,20,0,No Limit
,22657,9091,12.3,34,,Below 2L
SCM6269,42602,59722,166.71,5,7,Below 2L
SCM6270,14319,50607,10.92,21,0,Above 5L
SCM6271,44106,9918,71.23,16,8,No Limit
SCM6272,47225,2175,90.12,10,17,No Limit
SCM6273,40065,66232,405.19,3,7,Above 5L
SCM6274,34570,15194,496.52,43,17,Below 2L
SCM6275,38397,22827,,9,7,2L-5L
SCM6276,40084,12252,317.6,16,7,2L-5L
SCM6277,45480,26265,361.49,37,12,No Limit
SCM6278,40523,4105,261.46,17,15,Below 2L
SCM6279,38285,77380,211.33,18,15,Above 5L
SCM6280,49001,71145,346.12,21,6,2L-5L
,6424,22536,486.56,14,3,Above 5L
SCM6282,20357,64876,14.54,43,3,Above 5L
SCM6283,8413,81742,157.11,18,18,No Limit
SCM6284,47327,78048,165.1,24,,Below 2L
SCM6285,26152,5735,207.18,36,14,Above 5L
,495170,63104,313.48,17,7,No Limit
SCM6287,24703,15847,,11,2,Above 5L
SCM6288,21862,7761,9.46,31,11,2L-5L
SCM6289,18608,88225,205.86,25,3,2L-5L
SCM6290,16915,32942,309.76,25,18,Above 5L
SCM6291,5074,87874,252.46,46,11,Below 2L
SCM6292,20261,57221,436.04,41,8,Above 5L
SCM6293,29830,75550,199.36,27,0,Above 5L
SCM6294,12823,13866,,24,9,Below 2L
SCM6295,15573,34494,142.52,29,10,Above 5L
SCM6296,1185,91194,,40,10,No Limit
SCM6297,22679,45660,125.19,37,7,Below 2L
SCM6298,22743,22997,181.11,13,16,Below 2L
SCM6299,26770,85139,338.36,0,10,Above 5L
SCM6300,18969,27779,162.15,32,9,No Limit
SCM6301,15871,79053,442.07,10,19,No Limit
SCM6302,41160,87918,149.85,34,9,Below 2L
SCM6303,10446,81051,68.55,20,12,2L-5L
SCM6304,21562,26780,84.52,21,16,Above 5L
SCM6305,40070,51881,467.3,4,14,No Limit
SCM6306,19532,55317,227.46,39,13,Below 2L
SCM6307,13274,5509,201.62,17,10,Below 2L
SCM6308,17283,57351,34.54,36,10,No Limit
SCM6309,29797,51007,366.69,43,17,No Limit
SCM6310,5711,38728,347.36,28,15,No Limit
SCM6311,47059,48731,187.93,17,9,2L-5L
SCM6312,22493,16349,345.91,11,1,No Limit
SCM6313,25971,99746,183.79,20,18,Above 5L
SCM6314,5363,61616,36.67,39,7,Above 5L
SCM6315,41494,69230,369.08,29,17,Above 5L
SCM6316,22054,50814,482.6,40,12,Above 5L
SCM6317,12096,97522,324.18,14,13,No Limit
SCM6318,10905,91774,138.3,34,9,Above 5L
SCM6319,9207,39641,,46,,No Limit
SCM6320,10567,69572,464.5,27,0,2L-5L
SCM6321,21124,49108,151.71,3,14,Above 5L
SCM6322,41707,98916,384.12,27,,2L-5L
SCM6323,18779,61397,321.49,29,14,No Limit
SCM6324,12370,92555,296.34,47,10,Above 5L
SCM6325,17915,88456,90.62,49,12,Above 5L
SCM6326,21656,15710,17.3,26,15,Above 5L
SCM6327,13987,72214,244.39,15,9,Below 2L
SCM6328,35229,49048,494.08,31,10,Below 2L
SCM6329,24025,45035,97.96,11,13,Below 2L
SCM6330,12424,21267,268.48,43,9,2L-5L
SCM6331,823,83034,335.52,35,0,2L-5L
SCM6332,34415,91533,241.89,14,5,2L-5L
SCM6333,8375,21381,253.52,18,5,2L-5L
SCM6334,13505,47085,330.65,17,,No Limit
SCM6335,1465,74204,407.47,25,12,Above 5L
SCM6336,46527,10431,166.71,10,8,Above 5L
SCM6337,27438,16391,449.65,29,19,Below 2L
SCM6338,3953,98009,242.5,27,5,Above 5L
SCM6339,4782,79893,330.97,22,0,Below 2L
SCM6340,44259,26190,53.35,14,4,Below 2L
SCM6341,6060,20328,246.29,47,17,Above 5L
SCM6342,24827,80297,8.15,10,11,Below 2L
SCM6343,24173,42306,195.57,42,7,Below 2L
SCM6344,21641,46465,,20,10,Below 2L
SCM6345,19982,28342,448.5,44,6,Above 5L
SCM6346,48332,21102,336.44,38,5,2L-5L
SCM6347,451540,34291,395.96,30,7,No Limit
SCM6348,1667,7999,233.89,14,2,Above 5L
SCM6349,24887,13422,425.96,16,0,2L-5L
SCM6350,23153,34098,436.53,24,15,No Limit
SCM6351,26855,50384,178.47,23,9,Below 2L
SCM6352,27899,73825,188.49,44,17,Above 5L
SCM6353,37059,90020,254.17,35,,Above 5L
SCM6354,9818,34562,21.22,32,15,Above 5L
SCM6355,23640,28532,497.88,43,9,Above 5L
SCM6356,25197,23898,179.65,3,11,2L-5L
SCM6357,23001,41352,235.47,0,14,2L-5L
SCM6358,28622,32022,377.4,37,1,Below 2L
SCM6359,38003,72613,148.83,10,17,Below 2L
SCM6360,39619,78997,100.9,20,11,No Limit
SCM6361,41077,95452,63.81,24,10,Below 2L
SCM6362,11772,5310,264.06,49,9,No Limit
SCM6363,7274,25763,2.85,27,5,2L-5L
SCM6364,18203,69729,354.79,49,16,No Limit
SCM6365,8161,35895,230.75,5,16,No Limit
SCM6366,20498,78141,265.96,45,16,Below 2L
SCM6367,32726,19171,131.68,5,2,Below 2L
SCM6368,13365,1149,89.21,21,,Below 2L
SCM6369,33746,63066,350.02,14,9,Below 2L
SCM6370,41653,14226,105.22,32,3,No Limit
SCM6371,45798,44133,390.06,16,4,Below 2L
SCM6372,39140,58471,101.92,11,12,2L-5L
SCM6373,29572,48497,306.38,30,16,Above 5L
SCM6374,45610,27492,321.97,34,2,Above 5L
SCM6375,18093,31946,252.87,33,16,2L-5L
SCM6376,6814,61661,498.4,31,3,Above 5L
SCM6377,29867,77404,187.98,22,13,No Limit
SCM6378,37977,11198,441.67,37,4,Above 5L
SCM6379,18932,22136,84.7,4,0,No Limit
SCM6380,12849,12698,168.67,39,11,Above 5L
SCM6381,15988,58268,72.77,1,1,No Limit
SCM6382,35004,13182,301.85,30,5,2L-5L
SCM6383,16120,90285,319.16,11,12,Below 2L
SCM6384,39834,34339,226.81,38,1,No Limit
SCM6385,34921,3515,360.11,45,17,Below 2L
SCM6386,7863,20716,433.84,41,7,2L-5L
SCM6387,46100,47400,388.3,19,10,Below 2L
SCM6388,32951,2860,120.91,13,9,Above 5L
SCM6389,16125,3995,160.27,10,3,2L-5L
SCM6390,26115,40149,190.2,30,,2L-5L
SCM6391,15531,2799,101.96,32,1,Above 5L
SCM6392,19152,47908,180.68,25,1,Below 2L
SCM6393,38099,54705,119.1,1,12,No Limit
SCM6394,43279,61744,,30,7,2L-5L
SCM6395,41758,76327,391.65,34,0,No Limit
SCM6396,31092,37007,,26,13,Below 2L
SCM6397,45685,33205,461.08,4,15,No Limit
SCM6398,42158,96746,332.53,10,12,No Limit
SCM6399,6672,51997,88.07,38,14,Above 5L
SCM6400,35762,54081,379.29,27,14,2L-5L
SCM6401,36285,24888,7.9,15,5,2L-5L
SCM6402,16732,54934,56.7,39,6,No Limit
SCM6403,7910,28156,14.89,25,16,Above 5L
SCM6404,12774,60154,67.81,23,10,2L-5L
SCM6405,43017,87852,376.03,3,5,Above 5L
SCM6406,7980,98839,442.75,11,16,2L-5L
SCM6407,12750,64022,139.49,17,16,Above 5L
SCM6408,34983,81777,59.65,13,9,2L-5L
SCM6409,39449,62525,136.55,16,8,Above 5L
SCM6410,38519,8166,323.59,43,2,No Limit
SCM6411,1906,580,175.17,40,12,2L-5L
SCM6412,40168,49981,480.58,15,13,2L-5L
SCM6413,24971,23187,65.58,41,2,Above 5L
SCM6414,43051,85899,495.17,19,0,2L-5L
SCM6415,49091,50458,6.32,42,7,Below 2L
SCM6416,47236,48661,225.9,27,7,Below 2L
SCM6417,5593,20210,125.98,40,2,No Limit
,32648,95131,283.19,0,12,No Limit
SCM6419,4750,43650,48.37,15,5,Below 2L
SCM6420,44935,96932,437.92,3,2,Above 5L
SCM6421,16325,32303,68.35,31,3,Below 2L
SCM6422,45460,87169,293.74,28,12,2L-5L
SCM6423,892,81371,16.77,7,11,Below 2L
SCM6424,29903,68482,155.56,1,12,2L-5L
SCM6425,33957,4594,74.95,45,2,2L-5L
SCM6426,20981,73727,488.93,23,5,No Limit
SCM6427,33657,5872,6.11,40,11,No Limit
SCM6428,4294,12165,176.26,45,8,Below 2L
SCM6429,12658,73986,151.46,13,0,Below 2L
SCM6430,26474,889,328.72,43,19,2L-5L
SCM6431,20941,55472,28.28,42,16,Below 2L
SCM6432,13575,34555,405.33,0,4,Above 5L
SCM6433,6771,16236,233.32,32,19,2L-5L
SCM6434,31864,61537,226.44,10,10,2L-5L
SCM6435,6061,47397,113.47,19,17,No Limit
SCM6436,44916,4485,245.07,14,6,2L-5L
SCM6437,5255,81373,182.01,27,6,No Limit
SCM6438,33181,28370,122.64,20,7,No Limit
SCM6439,332,32082,84.42,22,6,2L-5L
SCM6440,9321,96411,364.19,8,,Below 2L
SCM6441,44666,55435,71.11,19,,Below 2L
SCM6442,24333,10728,84.07,16,17,2L-5L
SCM6443,2811,10906,288.58,41,12,No Limit
SCM6444,12631,18126,113.12,14,7,No Limit
SCM6445,10580,85904,229.74,43,12,Above 5L
SCM6446,40808,58868,,4,8,2L-5L
SCM6447,12291,94836,137.29,45,7,2L-5L
SCM6448,2222,14443,171.84,41,14,No Limit
SCM6449,3879,25727,105.18,32,18,2L-5L
SCM6450,5754,56375,230.27,29,18,No Limit
SCM6451,45242,26336,496.2,15,9,Below 2L
SCM6452,11269,20643,181.42,35,2,2L-5L
SCM6453,1272,46619,326.7,36,9,No Limit
SCM6454,7417,54413,317.98,40,11,No Limit
SCM6455,259,17292,393.26,48,7,Above 5L
SCM6456,2229,80210,355.99,37,11,No Limit
SCM6457,19562,90476,5.99,23,11,Below 2L
SCM6458,18713,20637,154.68,24,6,Below 2L
SCM6459,3017,44044,435.13,26,13,Above 5L
SCM6460,19497,4108,269.82,4,1,2L-5L
SCM6461,26225,59788,52.2,49,3,No Limit
SCM6462,45633,83204,138.14,48,19,Below 2L
SCM6463,6426,13118,141.76,20,,No Limit
SCM6464,34447,78088,436.6,42,14,Below 2L
SCM6465,47377,21933,276.75,34,18,No Limit
SCM6466,14449,57603,,5,10,Above 5L
,34828,63188,183.6,8,1,Above 5L
SCM6468,30892,23001,30.25,44,8,2L-5L
SCM6469,8002,47994,37.72,26,5,No Limit
SCM6470,14133,60222,210.25,0,15,Below 2L
SCM6471,36712,70520,88.83,29,8,2L-5L
SCM6472,37565,32834,52.22,14,18,2L-5L
SCM6473,35258,84876,131.2,31,0,Below 2L
SCM6474,34287,65659,,19,9,Above 5L
SCM6475,4017,37748,36.6,3,14,Above 5L
SCM6476,28511,54705,224.17,33,17,Below 2L
SCM6477,14306,77460,413.06,47,18,No Limit
SCM6478,12720,51649,,37,5,Below 2L
SCM6479,11922,20642,151.01,19,9,No Limit
SCM6480,37810,69150,442.12,46,16,No Limit
SCM6481,8454,91469,325.04,27,17,Below 2L
SCM6482,24791,15706,398.88,38,,Below 2L
SCM6483,24054,47625,144.67,24,4,No Limit
SCM6484,5298,16214,498.39,10,9,Above 5L
SCM6485,26146,54873,70.53,49,1,2L-5L
SCM6486,22486,68598,480.97,7,17,2L-5L
SCM6487,11371,38388,451.06,33,19,Above 5L
SCM6488,21626,18901,275.99,26,19,Above 5L
SCM6489,43898,12508,292.69,43,9,No Limit
SCM6490,49794,85606,387.55,21,16,No Limit
SCM6491,25357,50512,,7,16,Above 5L
SCM6492,8960,80094,263.78,32,17,Above 5L
SCM6493,26745,97652,451.2,38,19,Above 5L
SCM6494,24289,77204,34.22,8,2,Above 5L
SCM6495,15862,913,452.77,21,0,Above 5L
SCM6496,1068,5440,1822.1,8,7,Above 5L
SCM6497,5900,91744,384.95,30,16,2L-5L
SCM6498,24329,50300,32.45,33,2,Above 5L
SCM6499,31149,14142,93.96,3,2,2L-5L
SCM6500,29817,44918,462.64,45,17,2L-5L
SCM6501,21867,66467,62.11,13,16,2L-5L
SCM6502,7570,16653,315.63,7,12,No Limit
SCM6503,4919,91463,391.37,40,19,Below 2L
SCM6504,36103,15231,115.72,34,14,Above 5L
SCM6505,21739,93749,349.43,21,17,2L-5L
SCM6506,49503,16838,32.88,5,10,No Limit
SCM6507,4400,87732,249.43,32,9,Above 5L
SCM6508,47035,63312,167.28,17,8,Above 5L
SCM6509,48529,49162,322.91,7,18,Below 2L
SCM6510,23893,79061,444.51,6,7,No Limit
SCM6511,11171,30556,62.83,31,15,Above 5L
SCM6512,4098,10950,225.21,6,,Below 2L
SCM6513,41850,90158,211.65,9,16,Above 5L
SCM6514,5280,16224,161.97,35,5,No Limit
SCM6515,12852,35952,240.14,49,14,Above 5L
SCM6516,30613,10065,440.38,30,2,Below 2L
SCM6517,38289,36436,486.83,30,19,Below 2L
SCM6518,17979,18608,1.52,9,0,No Limit
SCM6519,24462,13469,369.54,19,,Below 2L
SCM6520,46786,54882,307.58,34,17,Below 2L
SCM6521,14416,7002,497.26,28,5,Below 2L
SCM6522,27744,42676,45.06,29,13,No Limit
SCM6523,10999,52979,405.69,48,12,Below 2L
SCM6524,46067,37643,466.97,30,5,No Limit
SCM6525,24625,31470,456.07,32,0,Below 2L
SCM6526,5478,38501,280.33,39,18,Below 2L
SCM6527,48769,87318,163.85,48,,Below 2L
SCM6528,2677,63601,319.99,3,10,2L-5L
SCM6529,21790,90882,153.11,33,18,2L-5L
SCM6530,41001,29198,206.19,16,11,Above 5L
SCM6531,34103,66434,222.92,33,0,No Limit
SCM6532,15741,67567,151.04,31,15,No Limit
SCM6533,3759,89347,170.98,32,14,Below 2L
SCM6534,11947,16177,3.76,36,18,Below 2L
SCM6535,21852,89003,148.61,30,3,Below 2L
SCM6536,16540,13833,236.21,25,4,No Limit
SCM6537,10184,74954,86.59,30,15,Below 2L
SCM6538,7572,692,402.81,30,17,Above 5L
SCM6539,19053,78212,268.86,27,11,Below 2L
SCM6540,20564,11566,396.96,37,5,2L-5L
SCM6541,48464,12030,64.14,43,,No Limit
SCM6542,22861,30325,410.27,9,9,Below 2L
SCM6543,18432,93008,479.14,7,10,No Limit
SCM6544,16706,6399,176.29,45,0,Below 2L
SCM6545,42699,58538,142.05,35,15,2L-5L
SCM6546,29098,86117,323.45,18,3,2L-5L
SCM6547,38085,23670,317.99,27,8,No Limit
SCM6548,13637,67648,56.32,4,18,Above 5L
SCM6549,42817,80053,463.39,23,19,Above 5L
,9127,62031,239.58,6,10,No Limit
SCM6551,2636,69685,382.23,19,11,Below 2L
SCM6552,2625,69876,179.72,1,4,Above 5L
SCM6553,9276,53216,130.84,42,13,Below 2L
SCM6554,17841,44355,55.72,9,15,2L-5L
SCM6555,4987,73524,137.33,17,11,No Limit
SCM6556,24206,98411,496.72,33,6,No Limit
,14947,1298,329.01,13,19,No Limit
SCM6558,11352,47711,401.41,9,13,No Limit
SCM6559,4577,88175,479.26,37,,Above 5L
SCM6560,17855,22739,39.59,31,6,Below 2L
SCM6561,19708,77678,82.43,2,4,Below 2L
SCM6562,16195,23667,463.99,47,5,Above 5L
SCM6563,6204,65261,,7,9,No Limit
SCM6564,34010,43021,317.46,8,,2L-5L
SCM6565,20793,80907,213.87,10,1,Above 5L
SCM6566,29503,51356,407.23,15,0,2L-5L
SCM6567,12826,28515,258.67,33,16,Below 2L
SCM6568,6998,44817,413.08,23,8,Below 2L
SCM6569,18072,90167,496.09,30,12,Below 2L
SCM6570,45045,18081,323.4,4,8,Below 2L
SCM6571,45784,61103,264.45,32,11,Below 2L
SCM6572,42530,61132,182.64,29,,Above 5L
SCM6573,44974,59341,,29,14,No Limit
SCM6574,12782,76861,328.36,14,7,Above 5L
SCM6575,4442,56274,31.41,38,11,Above 5L
SCM6576,48108,97329,478.15,15,11,No Limit
SCM6577,3462,7073,,25,0,Above 5L
SCM6578,14683,13190,479.69,11,13,Above 5L
SCM6579,34504,41974,136.21,18,17,2L-5L
SCM6580,47802,1993,473.26,46,3,Below 2L
SCM6581,11204,71001,306.1,34,7,Above 5L
SCM6582,26148,58970,405.15,19,7,Above 5L
SCM6583,47976,55725,89.54,20,3,No Limit
SCM6584,17728,15693,250.11,36,7,2L-5L
SCM6585,12029,44522,284.52,14,1,No Limit
SCM6586,26774,34924,196.49,48,16,No Limit
SCM6587,43657,35906,126.69,15,11,2L-5L
SCM6588,13368,12082,452.4,15,19,No Limit
SCM6589,21790,33021,42.62,22,12,No Limit
,30320,16809,77.08,43,8,No Limit
SCM6591,10804,64901,160.32,3,18,Below 2L
SCM6592,4614,84536,459.89,28,14,No Limit
SCM6593,47290,27694,282.15,36,18,No Limit
SCM6594,24934,34719,186.65,23,13,No Limit
SCM6595,48408,27360,201.4,7,4,No Limit
SCM6596,18842,87763,418.91,43,6,2L-5L
SCM6597,30992,45030,13.49,4,11,2L-5L
SCM6598,28087,79191,5.77,42,19,2L-5L
SCM6599,38483,58350,23.14,28,19,Below 2L
SCM6600,14940,17762,234.66,9,3,Above 5L
SCM6601,35244,84712,290.67,49,0,Below 2L
SCM6602,24871,69035,312.27,43,6,No Limit
SCM6603,28833,62855,365.6,8,2,Above 5L
SCM6604,19580,28299,94.94,21,9,No Limit
SCM6605,20119,50626,131.22,9,11,2L-5L
SCM6606,17045,75821,121.83,19,7,Above 5L
,11741,11658,74.67,19,14,Above 5L
SCM6608,15332,94126,122.27,26,8,Above 5L
SCM6609,44426,35969,,37,,Below 2L
SCM6610,11415,83932,183.27,9,15,Above 5L
SCM6611,43951,41562,383.98,18,6,Above 5L
SCM6612,24715,83838,268.26,40,14,No Limit
