Scheme_ID,Scheme_Name,Launch_Year,Sector,State_Coverage,Status,Scheme_Reach,Enrollment_Deadline
SCM6301,Pradhan Mantri Awas Yojana,2017,Housing,Rajasthan,Merged,Local,30:21.1
SCM6302,Pradhan Mantri Awas Yojana,2010,,Karnataka,Revamped,Pan-India,30:21.1
SCM6303,AMRUT,1991,Health,Maharashtra,Inactive,Pan-India,30:21.1
SCM6304,Ujjwala Yojana,2024,Entrepreneurship,Gujarat,Merged,State-level,30:21.1
SCM6305,Beti Bachao Beti Padhao,2017,Employment,Rajasthan,Revamped,Pan-India,30:21.1
SCM6306,AMRUT,2020,Health,Bihar,Active,State-level,30:21.0
SCM6307,Pradhan Mantri Awas Yojana,2022,Technology,Maharashtra,Revamped,Local,30:21.0
SCM6308,Startup India,2012,Manufacturing,Bihar,Active,Pan-India,30:21.1
SCM6309,Jan Dhan Yojana,2006,Women Empowerment,Telangana,Merged,Pan-India,30:21.1
SCM6310,Smart Cities Mission,1990,Employment,Rajasthan,Active,Pan-India,30:21.0
SCM6311,National Health Mission,2012,Education,Madhya Pradesh,Active,Pan-India,30:21.0
SCM6312,Digital India,2016,Entrepreneurship,Karnataka,Inactive,Local,30:21.0
SCM6313,Ujjwala Yojana,2014,Entrepreneurship,West Bengal,Inactive,State-level,30:21.1
SCM6314,Digital India,2021,Employment,Karnataka,Merged,Local,30:21.0
SCM6315,Ujjwala Yojana,2008,Women Empowerment,Rajasthan,Inactive,Pan-India,30:21.1
SCM6316,Stand Up India,2013,Manufacturing,Uttar Pradesh,Merged,Local,Open
SCM6317,Mahatma Gandhi National Rural Employment Guarantee Act,1992,Women Empowerment,Gujarat,Inactive,Pan-India,30:21.0
SCM6318,PM Kisan Samman Nidhi,2001,Housing,Telangana,Active,Local,30:21.1
SCM6319,Saubhagya Yojana,2024,Housing,Uttar Pradesh,Merged,Local,30:21.1
SCM6320,Startup India,2004,Entrepreneurship,Bihar,Active,Local,30:21.1
SCM6321,PM Kisan Samman Nidhi,2006,Technology,Gujarat,Revamped,Pan-India,30:21.1
SCM6322,PM Kisan Samman Nidhi,2021,Technology,West Bengal,Merged,State-level,30:21.1
SCM6323,AMRUT,1996,Manufacturing,Gujarat,Merged,Local,30:21.0
SCM6324,Digital India,2008,Entrepreneurship,Gujarat,Merged,Pan-India,30:21.0
SCM6325,Mahatma Gandhi National Rural Employment Guarantee Act,1996,,Gujarat,Inactive,State-level,30:21.0
SCM6326,Jan Dhan Yojana,1994,Entrepreneurship,Telangana,Revamped,Local,30:21.0
SCM6327,Sarva Shiksha Abhiyan,2010,Women Empowerment,Gujarat,Inactive,Local,30:21.1
SCM6328,National Health Mission,1996,,Bihar,Inactive,Pan-India,30:21.1
SCM6329,Make in India,2012,Technology,Rajasthan,Revamped,State-level,30:21.1
SCM6330,Ujjwala Yojana,2000,,Maharashtra,Merged,State-level,30:21.0
SCM6331,Skill India,1999,Education,Telangana,Inactive,Local,30:21.0
SCM6332,Swachh Bharat Abhiyan,2010,Employment,Bihar,Revamped,Local,30:21.1
SCM6333,Pradhan Mantri Awas Yojana,2022,Education,Gujarat,Active,Pan-India,30:21.0
SCM6334,Stand Up India,2009,Manufacturing,Telangana,Merged,Pan-India,30:21.1
SCM6335,Skill India,2022,Housing,Madhya Pradesh,Active,Local,30:21.0
SCM6336,Sarva Shiksha Abhiyan,2024,Manufacturing,Karnataka,Merged,Local,30:21.0
SCM6337,Skill India,2023,Manufacturing,Karnataka,Merged,Local,30:21.1
SCM6338,Saubhagya Yojana,2016,Housing,Bihar,Revamped,State-level,30:21.1
SCM6339,Pradhan Mantri Awas Yojana,2008,Health,Bihar,Revamped,State-level,30:21.1
SCM6340,Saubhagya Yojana,1994,Health,West Bengal,Active,Pan-India,30:21.1
SCM6341,Digital India,2018,Entrepreneurship,West Bengal,Active,Pan-India,30:21.1
SCM6342,Stand Up India,1999,Health,Karnataka,Inactive,Pan-India,30:21.0
SCM6343,Ujjwala Yojana,2002,Employment,Rajasthan,Inactive,Local,30:21.0
SCM6344,Pradhan Mantri Awas Yojana,2018,Technology,Rajasthan,Merged,Local,30:21.1
SCM6345,Stand Up India,1994,Education,Karnataka,Active,Local,30:21.0
SCM6346,Startup India,2001,Technology,Madhya Pradesh,Inactive,Local,30:21.0
SCM6347,Saubhagya Yojana,2002,Manufacturing,Gujarat,Revamped,Pan-India,30:21.0
SCM6348,Make in India,2011,Technology,Karnataka,Revamped,Local,30:21.1
SCM6349,Mahatma Gandhi National Rural Employment Guarantee Act,2004,Entrepreneurship,Gujarat,Active,Local,30:21.0
SCM6350,Pradhan Mantri Awas Yojana,2002,Manufacturing,Maharashtra,Revamped,Pan-India,30:21.0
SCM6351,AMRUT,1990,Housing,Gujarat,Inactive,Local,30:21.1
SCM6352,Skill India,1990,Women Empowerment,Rajasthan,Inactive,Local,30:21.1
SCM6353,AMRUT,2000,Technology,Tamil Nadu,Active,Pan-India,30:21.1
SCM6354,PM Kisan Samman Nidhi,2011,Health,Tamil Nadu,Inactive,Pan-India,30:21.0
SCM6355,Ayushman Bharat,2024,Women Empowerment,Karnataka,Active,Pan-India,30:21.0
SCM6356,Stand Up India,1995,Housing,West Bengal,Inactive,State-level,30:21.0
SCM6357,Ayushman Bharat,2017,Entrepreneurship,Maharashtra,Inactive,Local,30:21.1
SCM6358,Mahatma Gandhi National Rural Employment Guarantee Act,2020,Education,Gujarat,Inactive,State-level,30:21.1
SCM6359,Pradhan Mantri Awas Yojana,1997,Employment,Uttar Pradesh,Active,Local,30:21.1
SCM6360,Swachh Bharat Abhiyan,1994,Health,Tamil Nadu,Active,Local,30:21.0
SCM6361,Swachh Bharat Abhiyan,2006,Housing,Gujarat,Inactive,Local,30:21.0
SCM6362,Digital India,1998,Education,Gujarat,Inactive,Local,30:21.1
SCM6363,Ayushman Bharat,1999,Women Empowerment,Telangana,Inactive,Pan-India,30:21.0
SCM6364,Sarva Shiksha Abhiyan,2009,Technology,Rajasthan,Revamped,Pan-India,Open
SCM6365,Smart Cities Mission,2003,Health,Maharashtra,Merged,Pan-India,30:21.1
SCM6366,Digital India,2003,Manufacturing,Gujarat,Merged,State-level,30:21.1
SCM6367,Swachh Bharat Abhiyan,2015,Employment,Bihar,Revamped,State-level,30:21.0
SCM6368,Pradhan Mantri Awas Yojana,2018,Technology,Madhya Pradesh,Merged,Local,30:21.1
SCM6369,PM Kisan Samman Nidhi,2016,Women Empowerment,Madhya Pradesh,Merged,State-level,30:21.1
SCM6370,Skill India,2014,Education,Gujarat,Merged,Pan-India,Open
SCM6371,Digital India,2005,Health,Tamil Nadu,Inactive,Pan-India,30:21.0
SCM6372,Jan Dhan Yojana,2023,Technology,Maharashtra,Revamped,State-level,30:21.1
SCM6373,Digital India,2005,Employment,West Bengal,Inactive,Local,30:21.1
SCM6374,Mahatma Gandhi National Rural Employment Guarantee Act,2022,Education,West Bengal,Merged,Local,30:21.0
SCM6375,Startup India,1992,Manufacturing,Rajasthan,Revamped,State-level,30:21.0
SCM6376,National Health Mission,2012,Women Empowerment,Maharashtra,Revamped,State-level,30:21.1
SCM6377,Pradhan Mantri Awas Yojana,2000,Manufacturing,Gujarat,Inactive,Local,30:21.1
SCM6378,Jan Dhan Yojana,2007,Housing,Rajasthan,Active,Pan-India,30:21.1
SCM6379,Stand Up India,2018,Women Empowerment,Maharashtra,Revamped,Local,30:21.1
SCM6380,Jan Dhan Yojana,1994,Entrepreneurship,Karnataka,Active,Local,30:21.1
SCM6381,Ujjwala Yojana,2013,Housing,Telangana,Merged,Local,30:21.1
SCM6382,AMRUT,2018,Employment,Bihar,Revamped,State-level,30:21.1
SCM6383,Swachh Bharat Abhiyan,2018,Women Empowerment,Madhya Pradesh,Active,Local,30:21.1
SCM6384,Stand Up India,2015,Housing,Telangana,Active,State-level,30:21.1
SCM6385,National Health Mission,1992,Education,Gujarat,Inactive,Pan-India,30:21.0
SCM6386,PM Kisan Samman Nidhi,1991,Health,Madhya Pradesh,Active,Pan-India,30:21.1
SCM6387,Sarva Shiksha Abhiyan,2014,Education,Uttar Pradesh,Merged,Local,30:21.1
SCM6388,Mahatma Gandhi National Rural Employment Guarantee Act,2008,Housing,Rajasthan,Merged,Local,30:21.1
SCM6389,Startup India,1991,Entrepreneurship,Uttar Pradesh,Revamped,Pan-India,30:21.0
SCM6390,Sarva Shiksha Abhiyan,2008,Education,Karnataka,Inactive,Pan-India,Open
SCM6391,Digital India,1990,Education,Uttar Pradesh,Inactive,Local,30:21.0
SCM6392,Saubhagya Yojana,2016,Education,West Bengal,Inactive,Pan-India,Open
SCM6393,Stand Up India,2024,Entrepreneurship,Telangana,Merged,Local,30:21.1
SCM6394,Pradhan Mantri Awas Yojana,1994,Women Empowerment,West Bengal,Active,Local,30:21.1
SCM6395,Smart Cities Mission,1993,Education,Gujarat,Merged,Pan-India,30:21.0
SCM6396,Jan Dhan Yojana,2006,Employment,Gujarat,Merged,Local,30:21.1
SCM6397,Make in India,2010,Manufacturing,Rajasthan,Active,State-level,30:21.1
SCM6398,AMRUT,2020,Entrepreneurship,Madhya Pradesh,Merged,Local,30:21.1
SCM6399,Smart Cities Mission,2011,Employment,Tamil Nadu,Revamped,Pan-India,30:21.0
SCM6400,Skill India,2000,Entrepreneurship,Bihar,Revamped,Pan-India,30:21.1
SCM6401,Swachh Bharat Abhiyan,2023,Entrepreneurship,Karnataka,Revamped,Local,30:21.0
SCM6402,Saubhagya Yojana,2004,Women Empowerment,West Bengal,Revamped,Pan-India,30:21.0
SCM6403,Beti Bachao Beti Padhao,1999,Manufacturing,Karnataka,Revamped,Pan-India,30:21.1
SCM6404,PM Kisan Samman Nidhi,2021,Health,Uttar Pradesh,Inactive,Local,30:21.0
SCM6405,Pradhan Mantri Awas Yojana,2020,Women Empowerment,West Bengal,Merged,Local,30:21.1
SCM6406,National Health Mission,2017,Women Empowerment,Bihar,Active,Local,30:21.1
SCM6407,Make in India,2020,Employment,Gujarat,Inactive,Pan-India,30:21.0
SCM6408,Mahatma Gandhi National Rural Employment Guarantee Act,1995,Entrepreneurship,Tamil Nadu,Active,State-level,30:21.0
SCM6409,Swachh Bharat Abhiyan,2003,Technology,Rajasthan,Merged,Pan-India,30:21.1
SCM6410,Startup India,2012,Entrepreneurship,Telangana,Inactive,State-level,30:21.1
SCM6411,National Health Mission,2005,Housing,West Bengal,Active,Pan-India,30:21.1
SCM6412,National Health Mission,2014,Education,Rajasthan,Revamped,Local,30:21.1
SCM6413,Sarva Shiksha Abhiyan,1991,Health,Uttar Pradesh,Inactive,Local,30:21.0
SCM6414,AMRUT,2023,Manufacturing,Uttar Pradesh,Revamped,State-level,30:21.0
SCM6415,Beti Bachao Beti Padhao,2014,Technology,Bihar,Inactive,Pan-India,30:21.0
SCM6416,Smart Cities Mission,2005,Employment,Tamil Nadu,Merged,Local,30:21.0
SCM6417,Sarva Shiksha Abhiyan,2007,Entrepreneurship,Maharashtra,Inactive,Local,30:21.1
,Jan Dhan Yojana,2002,Education,Bihar,Merged,Local,30:21.1
SCM6419,Saubhagya Yojana,2016,Employment,Maharashtra,Inactive,Pan-India,30:21.0
SCM6420,National Health Mission,2023,Women Empowerment,Uttar Pradesh,Merged,Pan-India,30:21.0
SCM6421,Sarva Shiksha Abhiyan,2000,Manufacturing,Bihar,Revamped,Local,30:21.0
SCM6422,Jan Dhan Yojana,1990,Health,Karnataka,Merged,State-level,30:21.0
SCM6423,AMRUT,2002,Housing,Maharashtra,Revamped,Pan-India,30:21.0
SCM6424,Make in India,2019,Women Empowerment,Karnataka,Inactive,Pan-India,30:21.1
SCM6425,Saubhagya Yojana,1994,Health,Bihar,Inactive,State-level,30:21.1
SCM6426,Sarva Shiksha Abhiyan,2007,Women Empowerment,Uttar Pradesh,Inactive,Local,30:21.1
SCM6427,National Health Mission,2003,Housing,West Bengal,Inactive,Local,30:21.0
SCM6428,Swachh Bharat Abhiyan,2002,Employment,Maharashtra,Revamped,State-level,30:21.1
SCM6429,PM Kisan Samman Nidhi,2021,Health,Telangana,Active,Local,30:21.1
SCM6430,National Health Mission,1996,Women Empowerment,Maharashtra,Active,State-level,30:21.1
SCM6431,Startup India,1997,Health,Rajasthan,Merged,State-level,30:21.1
SCM6432,Sarva Shiksha Abhiyan,1996,Health,Telangana,Inactive,Local,Open
SCM6433,Stand Up India,2005,Manufacturing,Telangana,Inactive,Local,30:21.0
SCM6434,Smart Cities Mission,2020,Employment,Karnataka,Active,Pan-India,Open
SCM6435,Ujjwala Yojana,2016,Technology,Maharashtra,Active,Pan-India,30:21.0
SCM6436,Swachh Bharat Abhiyan,2022,Housing,Maharashtra,Inactive,Pan-India,Open
SCM6437,Saubhagya Yojana,2018,Health,West Bengal,Inactive,Pan-India,30:21.0
SCM6438,Stand Up India,1997,Employment,Karnataka,Active,Local,30:21.1
SCM6439,Stand Up India,2022,Technology,Tamil Nadu,Revamped,State-level,30:21.1
SCM6440,Make in India,2008,Education,Gujarat,Inactive,Local,30:21.0
SCM6441,PM Kisan Samman Nidhi,2010,Manufacturing,Uttar Pradesh,Active,Local,30:21.0
SCM6442,National Health Mission,2010,Manufacturing,Rajasthan,Revamped,Pan-India,30:21.1
SCM6443,Sarva Shiksha Abhiyan,2014,Education,West Bengal,Active,State-level,30:21.0
SCM6444,Ayushman Bharat,2012,Employment,Madhya Pradesh,Inactive,State-level,30:21.1
SCM6445,Mahatma Gandhi National Rural Employment Guarantee Act,2000,Housing,Tamil Nadu,Merged,Pan-India,30:21.0
SCM6446,Pradhan Mantri Awas Yojana,2022,Employment,Madhya Pradesh,Active,Pan-India,30:21.1
SCM6447,Jan Dhan Yojana,2009,Employment,Tamil Nadu,Merged,Pan-India,30:21.0
SCM6448,National Health Mission,2014,Entrepreneurship,West Bengal,Merged,Local,30:21.0
SCM6449,Ujjwala Yojana,2015,Technology,Karnataka,Inactive,State-level,30:21.1
SCM6450,Pradhan Mantri Awas Yojana,2001,Manufacturing,Tamil Nadu,Revamped,Pan-India,30:21.1
SCM6451,Ujjwala Yojana,2021,Housing,Bihar,Merged,Pan-India,30:21.0
SCM6452,National Health Mission,2022,Entrepreneurship,West Bengal,Revamped,State-level,30:21.0
SCM6453,Ayushman Bharat,1999,Education,Tamil Nadu,Inactive,State-level,30:21.0
SCM6454,Smart Cities Mission,1993,Employment,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM6455,National Health Mission,2004,Education,Rajasthan,Inactive,Local,30:21.0
SCM6456,Ayushman Bharat,1995,Manufacturing,Uttar Pradesh,Revamped,Local,30:21.0
SCM6457,Beti Bachao Beti Padhao,2016,Entrepreneurship,Tamil Nadu,Active,Local,30:21.1
SCM6458,Startup India,1994,Technology,Karnataka,Merged,State-level,30:21.1
SCM6459,Digital India,1994,Entrepreneurship,Rajasthan,Inactive,Local,30:21.1
SCM6460,PM Kisan Samman Nidhi,2007,Housing,Tamil Nadu,Merged,State-level,30:21.0
SCM6461,PM Kisan Samman Nidhi,2017,Technology,Madhya Pradesh,Revamped,Local,Open
SCM6462,Startup India,2024,Employment,West Bengal,Revamped,State-level,30:21.1
SCM6463,AMRUT,2011,Women Empowerment,Bihar,Merged,Local,30:21.1
SCM6464,Pradhan Mantri Awas Yojana,2023,Women Empowerment,Bihar,Active,State-level,30:21.1
SCM6465,National Health Mission,1993,Housing,Karnataka,Inactive,Pan-India,30:21.1
SCM6466,Jan Dhan Yojana,2007,Entrepreneurship,Bihar,Active,State-level,30:21.0
,AMRUT,2015,Technology,Tamil Nadu,Merged,State-level,30:21.1
SCM6468,AMRUT,2011,Entrepreneurship,Bihar,Inactive,State-level,30:21.0
SCM6469,Beti Bachao Beti Padhao,2022,Housing,Uttar Pradesh,Inactive,State-level,30:21.0
SCM6470,Digital India,2003,Entrepreneurship,West Bengal,Merged,State-level,30:21.1
SCM6471,Skill India,2020,Technology,Gujarat,Inactive,Pan-India,Open
SCM6472,AMRUT,1999,Health,Karnataka,Active,Pan-India,30:21.0
SCM6473,AMRUT,2013,Manufacturing,Uttar Pradesh,Revamped,Local,30:21.1
SCM6474,Digital India,2010,Employment,Maharashtra,Revamped,Local,30:21.1
SCM6475,Swachh Bharat Abhiyan,1997,Manufacturing,Rajasthan,Merged,Pan-India,30:21.1
SCM6476,PM Kisan Samman Nidhi,2021,Employment,Tamil Nadu,Revamped,Local,30:21.1
SCM6477,Smart Cities Mission,2020,Technology,Madhya Pradesh,Revamped,Local,30:21.0
SCM6478,PM Kisan Samman Nidhi,2023,Entrepreneurship,Madhya Pradesh,Merged,State-level,30:21.1
SCM6479,Digital India,2012,Women Empowerment,Madhya Pradesh,Merged,State-level,30:21.0
SCM6480,Pradhan Mantri Awas Yojana,2014,Technology,Uttar Pradesh,Inactive,Local,30:21.0
SCM6481,Saubhagya Yojana,1996,Housing,West Bengal,Merged,Local,30:21.0
SCM6482,Ayushman Bharat,2008,Women Empowerment,Madhya Pradesh,Active,Pan-India,30:21.1
SCM6483,Startup India,1996,Housing,Telangana,Merged,Local,30:21.1
SCM6484,Smart Cities Mission,1997,Entrepreneurship,Uttar Pradesh,Inactive,Local,30:21.0
SCM6485,Mahatma Gandhi National Rural Employment Guarantee Act,2003,Employment,Uttar Pradesh,Inactive,Local,30:21.0
SCM6486,PM Kisan Samman Nidhi,1990,Entrepreneurship,Maharashtra,Merged,Pan-India,30:21.0
SCM6487,Ujjwala Yojana,2002,Employment,Gujarat,Active,Pan-India,30:21.0
SCM6488,National Health Mission,1992,Entrepreneurship,West Bengal,Inactive,State-level,30:21.1
SCM6489,Ujjwala Yojana,2017,Women Empowerment,Maharashtra,Active,State-level,30:21.1
SCM6490,Ujjwala Yojana,2004,Entrepreneurship,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM6491,Pradhan Mantri Awas Yojana,1992,Entrepreneurship,Madhya Pradesh,Revamped,State-level,30:21.0
SCM6492,Saubhagya Yojana,1993,Women Empowerment,West Bengal,Inactive,Local,30:21.1
SCM6493,PM Kisan Samman Nidhi,1994,Housing,Karnataka,Inactive,State-level,30:21.1
SCM6494,Mahatma Gandhi National Rural Employment Guarantee Act,2015,Employment,Madhya Pradesh,Inactive,Local,30:21.1
SCM6495,Ujjwala Yojana,2014,Education,Karnataka,Inactive,Local,30:21.0
SCM6496,AMRUT,1999,Entrepreneurship,Tamil Nadu,Inactive,Pan-India,Open
SCM6497,Startup India,1997,Manufacturing,Rajasthan,Merged,Pan-India,30:21.0
SCM6498,Beti Bachao Beti Padhao,2001,Manufacturing,Rajasthan,Merged,State-level,30:21.0
SCM6499,Mahatma Gandhi National Rural Employment Guarantee Act,1992,Technology,Tamil Nadu,Active,Local,Open
SCM6500,Jan Dhan Yojana,2016,Technology,Bihar,Revamped,Local,30:21.0
SCM6501,Swachh Bharat Abhiyan,2012,Housing,Gujarat,Merged,State-level,30:21.0
SCM6502,Stand Up India,2022,Health,Madhya Pradesh,Revamped,Local,30:21.1
SCM6503,Saubhagya Yojana,2003,,Rajasthan,Active,Local,30:21.0
SCM6504,National Health Mission,2012,Housing,Tamil Nadu,Active,Pan-India,30:21.1
SCM6505,AMRUT,2020,Health,Uttar Pradesh,Inactive,Pan-India,30:21.0
SCM6506,Mahatma Gandhi National Rural Employment Guarantee Act,2002,Housing,Uttar Pradesh,Merged,Local,Open
SCM6507,PM Kisan Samman Nidhi,2001,Technology,Madhya Pradesh,Inactive,State-level,30:21.1
SCM6508,Ayushman Bharat,2024,Manufacturing,Madhya Pradesh,Inactive,State-level,30:21.0
SCM6509,Ujjwala Yojana,2007,Entrepreneurship,Maharashtra,Active,State-level,30:21.0
SCM6510,Beti Bachao Beti Padhao,2010,Employment,Maharashtra,Inactive,Pan-India,30:21.1
SCM6511,Mahatma Gandhi National Rural Employment Guarantee Act,1990,,Tamil Nadu,Active,Local,30:21.0
SCM6512,Startup India,1998,Entrepreneurship,Maharashtra,Merged,Pan-India,30:21.0
SCM6513,PM Kisan Samman Nidhi,2012,Manufacturing,Telangana,Merged,State-level,30:21.0
SCM6514,AMRUT,2003,,Maharashtra,Inactive,State-level,Open
SCM6515,Mahatma Gandhi National Rural Employment Guarantee Act,2000,Employment,Telangana,Active,Local,30:21.1
SCM6516,Ujjwala Yojana,1996,Health,West Bengal,Merged,State-level,30:21.1
SCM6517,PM Kisan Samman Nidhi,2020,Health,Maharashtra,Revamped,Pan-India,30:21.0
SCM6518,Skill India,2013,Manufacturing,Telangana,Merged,Pan-India,30:21.0
SCM6519,Saubhagya Yojana,2015,Employment,Gujarat,Active,Local,30:21.1
SCM6520,Startup India,2019,Entrepreneurship,Tamil Nadu,Inactive,State-level,30:21.1
SCM6521,Sarva Shiksha Abhiyan,2023,Manufacturing,Telangana,Active,Pan-India,30:21.0
SCM6522,Ujjwala Yojana,1994,Health,West Bengal,Inactive,Pan-India,30:21.1
SCM6523,Beti Bachao Beti Padhao,1994,,Bihar,Merged,State-level,30:21.0
SCM6524,Digital India,2008,Manufacturing,Uttar Pradesh,Inactive,State-level,30:21.0
SCM6525,AMRUT,2017,Women Empowerment,Karnataka,Inactive,Pan-India,Open
SCM6526,Skill India,2015,Entrepreneurship,Karnataka,Inactive,Local,30:21.0
SCM6527,Smart Cities Mission,2012,Housing,Bihar,Inactive,State-level,30:21.0
SCM6528,Make in India,2019,,Karnataka,Revamped,Pan-India,30:21.0
SCM6529,AMRUT,1992,Women Empowerment,Telangana,Revamped,Local,30:21.0
SCM6530,Digital India,2017,Education,West Bengal,Inactive,State-level,30:21.1
SCM6531,Make in India,2022,Education,Gujarat,Active,Local,30:21.1
SCM6532,Smart Cities Mission,1992,Technology,Gujarat,Active,Pan-India,30:21.1
SCM6533,Stand Up India,1994,,Gujarat,Merged,Local,30:21.1
SCM6534,Ayushman Bharat,2008,Housing,Maharashtra,Revamped,Local,30:21.1
SCM6535,Make in India,1990,Entrepreneurship,Gujarat,Merged,Pan-India,30:21.1
SCM6536,Make in India,1998,Technology,Maharashtra,Merged,State-level,30:21.1
SCM6537,Swachh Bharat Abhiyan,1994,Employment,Gujarat,Revamped,Local,30:21.0
SCM6538,Stand Up India,2023,Women Empowerment,Telangana,Inactive,Pan-India,30:21.0
SCM6539,Ayushman Bharat,2022,Manufacturing,Gujarat,Active,Pan-India,30:21.1
SCM6540,Skill India,2014,Entrepreneurship,Karnataka,Merged,Local,30:21.0
SCM6541,National Health Mission,2018,Housing,Karnataka,Active,Local,30:21.1
SCM6542,Beti Bachao Beti Padhao,2014,Women Empowerment,Gujarat,Inactive,Pan-India,30:21.1
SCM6543,Smart Cities Mission,1998,Technology,Uttar Pradesh,Merged,State-level,30:21.0
SCM6544,Skill India,1992,Health,West Bengal,Active,Pan-India,30:21.1
SCM6545,Beti Bachao Beti Padhao,2004,Education,Telangana,Revamped,State-level,30:21.1
SCM6546,Jan Dhan Yojana,1993,Education,Karnataka,Merged,State-level,30:21.0
SCM6547,Ayushman Bharat,2009,Entrepreneurship,West Bengal,Inactive,Local,30:21.0
SCM6548,PM Kisan Samman Nidhi,2012,Women Empowerment,Karnataka,Merged,Pan-India,30:21.1
SCM6549,PM Kisan Samman Nidhi,1997,,Uttar Pradesh,Merged,Local,30:21.0
,Jan Dhan Yojana,2022,Education,Tamil Nadu,Active,Local,30:21.1
SCM6551,Ujjwala Yojana,2022,,West Bengal,Active,Local,30:21.1
SCM6552,Skill India,1996,,Gujarat,Revamped,Pan-India,30:21.1
SCM6553,Ujjwala Yojana,2011,Entrepreneurship,Uttar Pradesh,Inactive,State-level,30:21.0
SCM6554,PM Kisan Samman Nidhi,1994,Technology,Karnataka,Revamped,Local,30:21.0
SCM6555,Mahatma Gandhi National Rural Employment Guarantee Act,2004,Housing,Karnataka,Active,State-level,30:21.0
SCM6556,Swachh Bharat Abhiyan,2010,Housing,Gujarat,Inactive,Local,30:21.1
,Jan Dhan Yojana,2014,Education,Maharashtra,Revamped,State-level,30:21.1
SCM6558,National Health Mission,2006,Technology,Rajasthan,Merged,Pan-India,30:21.1
SCM6559,National Health Mission,1996,Entrepreneurship,Madhya Pradesh,Revamped,State-level,30:21.0
SCM6560,Ayushman Bharat,2008,Entrepreneurship,Rajasthan,Inactive,Pan-India,30:21.0
SCM6561,Pradhan Mantri Awas Yojana,1996,Education,Tamil Nadu,Merged,Pan-India,30:21.1
SCM6562,Ujjwala Yojana,2013,Employment,Rajasthan,Active,State-level,30:21.0
SCM6563,Digital India,2000,Health,Maharashtra,Merged,Local,30:21.1
SCM6564,Startup India,1990,Manufacturing,Madhya Pradesh,Inactive,Pan-India,30:21.0
SCM6565,Jan Dhan Yojana,2021,Manufacturing,Telangana,Merged,State-level,30:21.1
SCM6566,Saubhagya Yojana,1991,Women Empowerment,Telangana,Revamped,State-level,30:21.1
SCM6567,Mahatma Gandhi National Rural Employment Guarantee Act,2004,Education,Karnataka,Revamped,Pan-India,30:21.1
SCM6568,Jan Dhan Yojana,2010,Technology,Bihar,Merged,Pan-India,30:21.1
SCM6569,Startup India,2013,Women Empowerment,Maharashtra,Inactive,State-level,30:21.0
SCM6570,Sarva Shiksha Abhiyan,2006,Manufacturing,Gujarat,Inactive,Local,30:21.1
SCM6571,Make in India,1998,Housing,Maharashtra,Inactive,State-level,30:21.1
SCM6572,Mahatma Gandhi National Rural Employment Guarantee Act,2024,,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM6573,Ujjwala Yojana,2009,Women Empowerment,Karnataka,Revamped,Pan-India,30:21.1
SCM6574,National Health Mission,2008,Technology,Tamil Nadu,Inactive,State-level,30:21.0
SCM6575,Jan Dhan Yojana,2007,Women Empowerment,Gujarat,Inactive,Local,30:21.0
SCM6576,Mahatma Gandhi National Rural Employment Guarantee Act,2009,Housing,Tamil Nadu,Merged,Pan-India,30:21.0
SCM6577,Skill India,2019,Employment,Madhya Pradesh,Merged,Pan-India,30:21.0
SCM6578,Beti Bachao Beti Padhao,1990,Education,Bihar,Revamped,Local,30:21.1
SCM6579,Smart Cities Mission,2013,Housing,West Bengal,Revamped,Pan-India,30:21.1
SCM6580,Ujjwala Yojana,2013,Education,Maharashtra,Revamped,Local,30:21.1
SCM6581,Swachh Bharat Abhiyan,2008,Education,Madhya Pradesh,Inactive,State-level,30:21.0
SCM6582,Mahatma Gandhi National Rural Employment Guarantee Act,2019,Women Empowerment,Uttar Pradesh,Merged,Local,30:21.0
SCM6583,Beti Bachao Beti Padhao,2015,,Gujarat,Merged,State-level,30:21.0
SCM6584,Smart Cities Mission,2018,Entrepreneurship,Gujarat,Inactive,Pan-India,30:21.0
SCM6585,Startup India,2002,Health,Rajasthan,Active,State-level,30:21.1
SCM6586,Jan Dhan Yojana,1993,Health,Bihar,Inactive,Local,30:21.0
SCM6587,AMRUT,2006,Education,Maharashtra,Active,State-level,30:21.1
SCM6588,Beti Bachao Beti Padhao,2022,Health,Telangana,Inactive,Local,30:21.0
SCM6589,Startup India,1994,Health,Madhya Pradesh,Revamped,Local,30:21.1
,Jan Dhan Yojana,2017,Manufacturing,West Bengal,Active,State-level,30:21.1
SCM6591,Ujjwala Yojana,2013,Technology,Gujarat,Active,Pan-India,30:21.1
SCM6592,PM Kisan Samman Nidhi,2006,Manufacturing,Madhya Pradesh,Revamped,Pan-India,30:21.1
SCM6593,AMRUT,2000,Entrepreneurship,Madhya Pradesh,Active,State-level,30:21.0
SCM6594,Sarva Shiksha Abhiyan,2001,Employment,Rajasthan,Merged,Local,30:21.1
SCM6595,Ujjwala Yojana,2002,Technology,Rajasthan,Inactive,State-level,30:21.0
SCM6596,Sarva Shiksha Abhiyan,1997,Housing,Maharashtra,Active,State-level,30:21.0
SCM6597,Digital India,1990,Women Empowerment,Madhya Pradesh,Revamped,Pan-India,30:21.1
SCM6598,Digital India,1998,Women Empowerment,Karnataka,Inactive,Local,30:21.1
