Scheme_ID,Target_Age_Group,Target_Gender,Caste_Eligibility,Income_Criteria
SCM5683,18-25,Male,ST,Below 2L
SCM5684,26-40,Female,SC,2L-5L
SCM5685,26-40,Male,All,Above 5L
SCM5686,18-25,Male,OBC,Below 2L
SCM5687,60+,Male,All,Above 5L
SCM5688,41-60,Female,All,Below 2L
SCM5689,26-40,Male,General,No Limit
SCM5690,41-60,Male,All,Below 2L
SCM5691,41-60,Female,General,No Limit
SCM5692,26-40,Female,General,Above 5L
SCM5693,18-25,All,All,Above 5L
SCM5694,60+,All,All,No Limit
SCM5695,18-25,Female,SC,2L-5L
SCM5696,41-60,Female,All,2L-5L
SCM5697,41-60,Female,ST,No Limit
SCM5698,18-25,All,SC,2L-5L
SCM5699,18-25,Female,SC,2L-5L
SCM5700,18-25,Female,General,Above 5L
SCM5701,41-60,Male,ST,2L-5L
SCM5702,18-25,All,OBC,No Limit
SCM5703,18-25,Female,SC,No Limit
SCM5704,18-25,Male,SC,2L-5L
SCM5705,41-60,Male,ST,Above 5L
SCM5706,26-40,Male,General,No Limit
SCM5707,26-40,Female,ST,Above 5L
SCM5708,18-25,All,OBC,Above 5L
SCM5709,60+,Male,General,Below 2L
SCM5710,60+,All,ST,2L-5L
SCM5711,18-25,All,All,Above 5L
SCM5712,41-60,Female,SC,No Limit
SCM5713,41-60,Female,OBC,Below 2L
SCM5714,26-40,All,All,2L-5L
SCM5715,60+,Female,ST,2L-5L
,41-60,All,General,Below 2L
SCM5717,41-60,All,OBC,2L-5L
SCM5718,41-60,Female,General,Above 5L
SCM5719,41-60,All,General,Below 2L
SCM5720,60+,All,SC,No Limit
SCM5721,41-60,Female,All,2L-5L
SCM5722,41-60,Female,ST,Above 5L
SCM5723,60+,Male,OBC,No Limit
SCM5724,41-60,Female,General,No Limit
SCM5725,41-60,All,ST,No Limit
SCM5726,60+,Female,SC,No Limit
SCM5727,18-25,Female,General,2L-5L
SCM5728,60+,All,SC,No Limit
SCM5729,18-25,Male,ST,Below 2L
SCM5730,26-40,All,General,Below 2L
SCM5731,60+,Female,SC,No Limit
SCM5732,18-25,Female,SC,2L-5L
SCM5733,26-40,Male,OBC,No Limit
SCM5734,60+,Male,General,2L-5L
SCM5735,26-40,Female,OBC,2L-5L
SCM5736,18-25,Male,All,Below 2L
SCM5737,18-25,All,All,Above 5L
SCM5738,41-60,Male,All,2L-5L
SCM5739,18-25,Female,SC,2L-5L
SCM5740,60+,Female,ST,Above 5L
SCM5741,60+,Male,SC,No Limit
SCM5742,60+,All,OBC,Below 2L
SCM5743,26-40,Female,General,No Limit
SCM5744,60+,Male,SC,Above 5L
SCM5745,26-40,All,General,Above 5L
SCM5746,18-25,Male,OBC,Above 5L
SCM5747,41-60,Male,OBC,Above 5L
,26-40,Male,ST,Above 5L
SCM5749,18-25,Female,ST,Above 5L
SCM5750,41-60,All,ST,2L-5L
SCM5751,26-40,Male,ST,No Limit
SCM5752,41-60,Female,All,2L-5L
,18-25,Male,General,Above 5L
SCM5754,18-25,All,ST,Below 2L
SCM5755,41-60,Female,OBC,2L-5L
SCM5756,60+,Female,ST,2L-5L
SCM5757,60+,All,ST,2L-5L
SCM5758,26-40,Female,ST,No Limit
SCM5759,60+,Female,All,Below 2L
SCM5760,41-60,Male,All,Below 2L
SCM5761,60+,Male,All,No Limit
SCM5762,41-60,Male,ST,Below 2L
SCM5763,26-40,All,SC,Above 5L
SCM5764,41-60,All,General,Above 5L
SCM5765,18-25,All,General,Below 2L
SCM5766,60+,Female,All,2L-5L
SCM5767,18-25,All,ST,2L-5L
SCM5768,41-60,Female,General,2L-5L
SCM5769,26-40,Male,General,Below 2L
SCM5770,18-25,Male,ST,Above 5L
SCM5771,18-25,Male,ST,Above 5L
SCM5772,26-40,Male,OBC,2L-5L
SCM5773,41-60,Male,OBC,2L-5L
SCM5774,41-60,All,General,Above 5L
SCM5775,41-60,Male,General,Above 5L
SCM5776,18-25,Female,OBC,Above 5L
SCM5777,60+,Male,OBC,2L-5L
SCM5778,18-25,Female,ST,Below 2L
SCM5779,60+,Female,All,Above 5L
SCM5780,26-40,All,General,Below 2L
SCM5781,41-60,Female,SC,Below 2L
SCM5782,26-40,Male,ST,Below 2L
SCM5783,41-60,Male,General,Above 5L
SCM5784,26-40,All,SC,No Limit
SCM5785,26-40,Male,General,No Limit
SCM5786,41-60,Male,SC,Below 2L
SCM5787,41-60,All,OBC,2L-5L
SCM5788,41-60,All,All,Above 5L
SCM5789,18-25,Male,OBC,No Limit
SCM5790,18-25,Female,ST,No Limit
SCM5791,41-60,Female,OBC,Above 5L
,41-60,Female,OBC,Above 5L
SCM5793,60+,Female,ST,2L-5L
SCM5794,60+,Female,All,No Limit
SCM5795,26-40,Male,SC,Below 2L
SCM5796,18-25,Male,General,No Limit
SCM5797,26-40,Male,ST,2L-5L
,26-40,Female,SC,Below 2L
SCM5799,26-40,All,SC,No Limit
SCM5800,41-60,All,SC,No Limit
SCM5801,41-60,All,SC,No Limit
,60+,Male,ST,No Limit
SCM5803,41-60,Female,ST,Below 2L
SCM5804,60+,Female,General,No Limit
SCM5805,60+,Female,OBC,2L-5L
SCM5806,26-40,All,OBC,Above 5L
SCM5807,18-25,Male,ST,Above 5L
SCM5808,60+,All,ST,Above 5L
SCM5809,26-40,Male,SC,2L-5L
SCM5810,60+,All,SC,2L-5L
SCM5811,26-40,Male,ST,Above 5L
,41-60,All,All,Below 2L
SCM5813,41-60,Female,SC,No Limit
SCM5814,18-25,All,ST,Above 5L
SCM5815,60+,Female,General,2L-5L
SCM5816,60+,All,ST,2L-5L
SCM5817,18-25,Male,OBC,No Limit
SCM5818,26-40,Female,General,No Limit
SCM5819,41-60,Male,OBC,Below 2L
SCM5820,41-60,All,General,2L-5L
SCM5821,18-25,All,All,Above 5L
SCM5822,41-60,Female,OBC,Above 5L
SCM5823,60+,Female,ST,Below 2L
SCM5824,18-25,Male,General,No Limit
SCM5825,60+,Female,All,2L-5L
,26-40,Male,General,No Limit
SCM5827,18-25,Female,SC,2L-5L
SCM5828,26-40,Male,All,2L-5L
SCM5829,26-40,All,General,Below 2L
SCM5830,26-40,Female,ST,Above 5L
,18-25,Male,SC,No Limit
SCM5832,18-25,Female,All,2L-5L
SCM5833,41-60,Male,ST,Above 5L
SCM5834,18-25,Male,ST,2L-5L
SCM5835,41-60,Female,General,Below 2L
SCM5836,41-60,Female,SC,Below 2L
SCM5837,60+,All,ST,No Limit
SCM5838,41-60,Male,SC,Above 5L
SCM5839,41-60,Female,ST,2L-5L
SCM5840,18-25,Male,OBC,Below 2L
SCM5841,41-60,Female,All,No Limit
SCM5842,60+,All,OBC,2L-5L
SCM5843,41-60,Female,General,No Limit
SCM5844,41-60,All,All,2L-5L
,60+,Male,General,No Limit
SCM5846,41-60,Male,SC,Above 5L
,26-40,All,SC,Below 2L
SCM5848,41-60,Female,All,2L-5L
SCM5849,26-40,Female,SC,Below 2L
SCM5850,26-40,Female,ST,No Limit
SCM5851,41-60,All,General,2L-5L
SCM5852,41-60,Female,OBC,Below 2L
SCM5853,41-60,All,ST,2L-5L
SCM5854,26-40,All,ST,Above 5L
SCM5855,18-25,Male,All,Above 5L
SCM5856,26-40,Male,ST,No Limit
SCM5857,18-25,Male,OBC,No Limit
SCM5858,18-25,Male,OBC,No Limit
SCM5859,41-60,Male,SC,Below 2L
SCM5860,26-40,Male,OBC,Above 5L
SCM5861,18-25,Male,SC,Above 5L
,26-40,All,ST,No Limit
SCM5863,60+,All,All,Above 5L
SCM5864,60+,All,SC,2L-5L
SCM5865,26-40,Female,General,Below 2L
SCM5866,26-40,Male,General,2L-5L
SCM5867,26-40,Female,OBC,Below 2L
SCM5868,41-60,Male,OBC,Above 5L
SCM5869,41-60,Female,General,Below 2L
SCM5870,26-40,All,All,Above 5L
SCM5871,60+,All,General,Above 5L
SCM5872,26-40,Female,All,Above 5L
SCM5873,26-40,All,SC,Above 5L
SCM5874,26-40,Female,General,2L-5L
SCM5875,26-40,Male,SC,No Limit
SCM5876,60+,All,ST,Above 5L
SCM5877,18-25,All,General,2L-5L
SCM5878,18-25,Male,SC,No Limit
SCM5879,18-25,Male,SC,No Limit
SCM5880,18-25,All,ST,No Limit
SCM5881,60+,All,SC,No Limit
SCM5882,26-40,Male,ST,2L-5L
SCM5883,41-60,All,ST,Above 5L
SCM5884,18-25,All,SC,Above 5L
SCM5885,26-40,All,ST,Above 5L
SCM5886,18-25,All,All,Below 2L
SCM5887,18-25,Female,All,2L-5L
SCM5888,18-25,Female,ST,2L-5L
SCM5889,60+,Female,SC,No Limit
SCM5890,26-40,Female,ST,2L-5L
SCM5891,60+,Female,General,Above 5L
SCM5892,60+,All,General,Below 2L
SCM5893,18-25,Male,All,Above 5L
SCM5894,41-60,Female,OBC,No Limit
SCM5895,26-40,Male,General,Below 2L
SCM5896,18-25,Male,General,Above 5L
SCM5897,41-60,Male,ST,2L-5L
SCM5898,41-60,Female,All,2L-5L
SCM5899,60+,All,General,Below 2L
SCM5900,26-40,All,General,2L-5L
SCM5901,60+,All,General,No Limit
SCM5902,18-25,Female,SC,2L-5L
SCM5903,60+,Male,OBC,2L-5L
SCM5904,18-25,Female,SC,Below 2L
SCM5905,18-25,Female,ST,No Limit
SCM5906,60+,Male,ST,2L-5L
SCM5907,41-60,Male,All,2L-5L
SCM5908,60+,Male,SC,Below 2L
SCM5909,26-40,Male,All,Below 2L
SCM5910,26-40,Male,General,No Limit
SCM5911,26-40,Female,All,2L-5L
SCM5912,60+,Male,OBC,Above 5L
SCM5913,18-25,All,General,2L-5L
SCM5914,60+,All,ST,2L-5L
SCM5915,26-40,Male,ST,Above 5L
SCM5916,18-25,Male,General,Above 5L
SCM5917,26-40,Male,General,Above 5L
SCM5918,18-25,All,SC,Above 5L
SCM5919,60+,All,ST,2L-5L
SCM5920,60+,Female,General,Above 5L
SCM5921,60+,Female,ST,Below 2L
SCM5922,41-60,All,OBC,Above 5L
SCM5923,26-40,All,General,Below 2L
SCM5924,60+,Male,All,Above 5L
SCM5925,60+,Female,All,No Limit
SCM5926,60+,All,OBC,No Limit
SCM5927,26-40,Male,ST,No Limit
SCM5928,18-25,All,SC,No Limit
SCM5929,60+,Male,ST,2L-5L
SCM5930,41-60,All,General,2L-5L
SCM5931,26-40,Female,OBC,Above 5L
SCM5932,41-60,All,ST,2L-5L
SCM5933,26-40,All,SC,2L-5L
SCM5934,18-25,All,SC,Below 2L
SCM5935,60+,Male,OBC,Below 2L
SCM5936,60+,All,General,Below 2L
SCM5937,41-60,All,OBC,2L-5L
SCM5938,60+,All,General,Below 2L
SCM5939,41-60,Female,OBC,Below 2L
SCM5940,26-40,Female,OBC,Above 5L
SCM5941,18-25,All,OBC,Below 2L
SCM5942,41-60,Female,ST,Above 5L
SCM5943,60+,Female,All,No Limit
SCM5944,41-60,All,All,Below 2L
SCM5945,60+,Male,SC,Below 2L
SCM5946,18-25,All,ST,No Limit
SCM5947,26-40,Male,General,2L-5L
SCM5948,41-60,Male,ST,Above 5L
SCM5949,26-40,All,OBC,Above 5L
SCM5950,41-60,Female,General,Above 5L
SCM5951,18-25,Male,General,Above 5L
SCM5952,18-25,Male,OBC,Below 2L
SCM5953,18-25,All,ST,No Limit
SCM5954,26-40,Male,SC,No Limit
SCM5955,41-60,Female,OBC,Above 5L
SCM5956,60+,All,ST,Below 2L
SCM5957,60+,Male,OBC,Below 2L
SCM5958,41-60,Female,SC,Below 2L
SCM5959,26-40,All,OBC,2L-5L
SCM5960,26-40,Female,General,No Limit
SCM5961,26-40,All,ST,Below 2L
SCM5962,41-60,Female,SC,No Limit
SCM5963,41-60,Male,SC,2L-5L
,26-40,Male,ST,2L-5L
SCM5965,60+,Male,OBC,Above 5L
SCM5966,18-25,Male,General,2L-5L
SCM5967,41-60,All,All,Below 2L
SCM5968,26-40,All,General,2L-5L
SCM5969,60+,Male,OBC,2L-5L
SCM5970,26-40,Male,OBC,No Limit
SCM5971,18-25,Female,General,No Limit
SCM5972,41-60,Female,ST,No Limit
SCM5973,41-60,Female,ST,Below 2L
SCM5974,18-25,Male,General,Above 5L
SCM5975,60+,Female,All,Below 2L
SCM5976,60+,All,OBC,Below 2L
SCM5977,18-25,Female,OBC,Below 2L
,41-60,Female,OBC,2L-5L
SCM5979,18-25,Male,All,Below 2L
SCM5980,60+,All,All,No Limit
,26-40,Female,General,No Limit
SCM5982,41-60,Male,General,Below 2L
SCM5983,18-25,Female,ST,Below 2L
SCM5984,26-40,Male,ST,2L-5L
SCM5985,26-40,Female,All,No Limit
SCM5986,18-25,Female,ST,2L-5L
SCM5987,26-40,All,OBC,Above 5L
SCM5988,60+,Male,All,2L-5L
,26-40,Male,All,Below 2L
SCM5990,26-40,Female,All,Above 5L
SCM5991,60+,All,SC,No Limit
SCM5992,18-25,Male,All,No Limit
SCM5993,41-60,Female,SC,Above 5L
,26-40,All,OBC,Below 2L
SCM5995,60+,All,General,No Limit
SCM5996,18-25,All,SC,No Limit
SCM5997,41-60,Female,General,2L-5L
SCM5998,18-25,Female,ST,Above 5L
,60+,Male,All,Below 2L
SCM6000,18-25,Male,ST,Below 2L
SCM6001,60+,Female,SC,No Limit
SCM6002,41-60,Female,All,No Limit
SCM6003,18-25,All,SC,2L-5L
SCM6004,60+,Female,All,No Limit
SCM6005,18-25,Male,ST,Below 2L
,60+,Male,All,No Limit
SCM6007,18-25,Male,OBC,No Limit
SCM6008,41-60,Female,All,Above 5L
SCM6009,26-40,Male,ST,No Limit
SCM6010,18-25,Male,ST,2L-5L
SCM6011,60+,Male,ST,No Limit
SCM6012,18-25,Male,SC,Below 2L
SCM6013,18-25,Male,General,2L-5L
SCM6014,18-25,All,General,Above 5L
SCM6015,41-60,Male,All,Above 5L
SCM6016,18-25,All,OBC,Above 5L
SCM6017,41-60,Male,ST,2L-5L
SCM6018,26-40,All,ST,Below 2L
SCM6019,41-60,Female,OBC,Above 5L
SCM6020,18-25,Female,SC,2L-5L
SCM6021,60+,Male,SC,2L-5L
SCM6022,60+,Female,General,Above 5L
SCM6023,41-60,Male,SC,No Limit
SCM6024,41-60,All,General,No Limit
SCM6025,60+,All,General,No Limit
SCM6026,18-25,All,General,Above 5L
SCM6027,41-60,All,General,2L-5L
SCM6028,26-40,All,SC,2L-5L
SCM6029,26-40,Male,ST,Below 2L
SCM6030,41-60,Male,General,No Limit
SCM6031,26-40,Male,General,Below 2L
SCM6032,41-60,Male,General,2L-5L
SCM6033,18-25,Male,All,Above 5L
,18-25,Male,SC,Above 5L
SCM6035,41-60,All,SC,Below 2L
SCM6036,26-40,All,All,2L-5L
SCM6037,60+,Female,SC,Above 5L
SCM6038,18-25,All,All,No Limit
SCM6039,26-40,Male,General,No Limit
SCM6040,41-60,Male,ST,No Limit
SCM6041,60+,Female,SC,No Limit
SCM6042,18-25,All,General,2L-5L
SCM6043,60+,Male,ST,2L-5L
SCM6044,41-60,All,SC,2L-5L
SCM6045,60+,Female,All,Below 2L
SCM6046,41-60,Male,ST,Below 2L
SCM6047,41-60,All,SC,Below 2L
SCM6048,18-25,All,General,Below 2L
SCM6049,41-60,Male,ST,2L-5L
SCM6050,41-60,All,All,Above 5L
SCM6051,60+,All,SC,2L-5L
SCM6052,60+,All,ST,2L-5L
,41-60,All,SC,Below 2L
SCM6054,26-40,Male,ST,Above 5L
SCM6055,26-40,Male,All,No Limit
SCM6056,60+,Female,General,No Limit
SCM6057,60+,Male,General,Below 2L
SCM6058,60+,Male,General,Below 2L
SCM6059,26-40,Male,ST,No Limit
SCM6060,41-60,Female,All,2L-5L
,26-40,Female,ST,Below 2L
SCM6062,60+,Male,All,Above 5L
SCM6063,26-40,All,General,Above 5L
SCM6064,41-60,Female,ST,No Limit
SCM6065,41-60,Male,SC,2L-5L
SCM6066,18-25,Female,ST,2L-5L
SCM6067,18-25,Female,All,Below 2L
SCM6068,18-25,Male,OBC,2L-5L
SCM6069,41-60,Female,SC,Above 5L
SCM6070,26-40,Female,OBC,2L-5L
SCM6071,18-25,Female,ST,Above 5L
SCM6072,41-60,All,All,Above 5L
SCM6073,26-40,Male,General,2L-5L
,26-40,Male,SC,Above 5L
SCM6075,26-40,All,SC,Above 5L
SCM6076,26-40,All,OBC,Above 5L
SCM6077,41-60,All,OBC,Above 5L
SCM6078,60+,Male,OBC,2L-5L
SCM6079,41-60,Female,All,Below 2L
SCM6080,41-60,Female,General,No Limit
SCM6081,18-25,Female,General,Above 5L
,41-60,All,ST,Below 2L
SCM6083,41-60,Male,All,2L-5L
SCM6084,41-60,All,OBC,No Limit
SCM6085,18-25,Male,General,2L-5L
SCM6086,60+,All,All,Above 5L
SCM6087,26-40,Female,General,2L-5L
SCM6088,41-60,Male,All,No Limit
SCM6089,26-40,Male,All,2L-5L
SCM6090,26-40,Male,General,Above 5L
SCM6091,18-25,Male,OBC,Below 2L
SCM6092,41-60,Female,General,Below 2L
SCM6093,60+,Female,All,Above 5L
SCM6094,26-40,All,All,2L-5L
,41-60,All,All,Above 5L
SCM6096,41-60,Female,SC,Above 5L
SCM6097,18-25,Male,SC,2L-5L
SCM6098,60+,Female,SC,2L-5L
SCM6099,41-60,All,OBC,No Limit
SCM6100,26-40,All,ST,Above 5L
SCM6101,41-60,Female,All,Below 2L
SCM6102,26-40,Female,ST,Above 5L
SCM6103,41-60,All,SC,Below 2L
SCM6104,26-40,Male,OBC,2L-5L
SCM6105,60+,Female,OBC,Above 5L
SCM6106,60+,Female,SC,Below 2L
SCM6107,18-25,Female,All,No Limit
SCM6108,26-40,All,OBC,Below 2L
SCM6109,26-40,Female,All,2L-5L
SCM6110,60+,All,All,Above 5L
SCM6111,60+,All,SC,No Limit
SCM6112,18-25,All,SC,Below 2L
SCM6113,18-25,All,SC,No Limit
SCM6114,60+,Male,SC,Below 2L
SCM6115,60+,Female,OBC,2L-5L
SCM6116,26-40,Male,SC,Above 5L
SCM6117,18-25,All,SC,Above 5L
SCM6118,18-25,All,ST,No Limit
SCM6119,18-25,Female,ST,No Limit
SCM6120,60+,Female,SC,2L-5L
SCM6121,26-40,Male,All,Below 2L
SCM6122,18-25,Male,SC,Below 2L
,60+,All,ST,No Limit
SCM6124,26-40,Female,General,Below 2L
SCM6125,60+,All,SC,No Limit
SCM6126,41-60,Female,General,Below 2L
SCM6127,26-40,Male,General,2L-5L
SCM6128,26-40,All,OBC,Below 2L
SCM6129,26-40,Female,ST,2L-5L
SCM6130,60+,All,ST,No Limit
SCM6131,60+,All,ST,No Limit
SCM6132,41-60,Female,OBC,Above 5L
SCM6133,26-40,All,OBC,2L-5L
SCM6134,26-40,Female,General,Below 2L
SCM6135,41-60,Female,OBC,2L-5L
SCM6136,60+,Male,General,Above 5L
SCM6137,26-40,All,General,Below 2L
SCM6138,26-40,Male,OBC,Above 5L
SCM6139,41-60,Female,General,Above 5L
SCM6140,18-25,Female,General,2L-5L
SCM6141,18-25,Male,All,2L-5L
SCM6142,26-40,Female,OBC,Below 2L
SCM6143,18-25,All,OBC,Below 2L
SCM6144,60+,All,ST,2L-5L
SCM6145,41-60,All,SC,Below 2L
SCM6146,60+,Female,SC,Above 5L
SCM6147,26-40,All,OBC,Above 5L
SCM6148,60+,Male,ST,No Limit
SCM6149,41-60,Male,General,Above 5L
SCM6150,41-60,Male,SC,Above 5L
SCM6151,26-40,Female,All,Above 5L
SCM6152,18-25,Male,ST,2L-5L
SCM6153,41-60,Female,OBC,Below 2L
SCM6154,18-25,Female,General,No Limit
SCM6155,41-60,Male,General,2L-5L
SCM6156,18-25,Male,All,No Limit
SCM6157,60+,Male,SC,2L-5L
SCM6158,41-60,All,General,Below 2L
SCM6159,26-40,All,SC,Above 5L
SCM6160,26-40,Female,SC,Below 2L
,26-40,All,SC,Below 2L
SCM6162,41-60,All,All,2L-5L
SCM6163,26-40,All,General,Below 2L
SCM6164,60+,All,ST,Below 2L
SCM6165,60+,Male,ST,No Limit
SCM6166,60+,All,General,Above 5L
,18-25,Male,ST,No Limit
SCM6168,26-40,Female,OBC,No Limit
SCM6169,18-25,Male,ST,No Limit
SCM6170,18-25,Male,SC,Above 5L
SCM6171,18-25,Male,SC,No Limit
SCM6172,18-25,Female,SC,Below 2L
SCM6173,60+,Male,ST,2L-5L
SCM6174,60+,Male,SC,Above 5L
SCM6175,18-25,Male,SC,2L-5L
SCM6176,60+,Male,All,No Limit
SCM6177,41-60,Male,All,Below 2L
,60+,Female,General,2L-5L
SCM6179,60+,All,OBC,No Limit
,41-60,Male,ST,No Limit
SCM6181,26-40,All,SC,Above 5L
SCM6182,41-60,Female,SC,2L-5L
SCM6183,18-25,Female,General,2L-5L
SCM6184,18-25,Male,All,Above 5L
,41-60,Male,ST,No Limit
SCM6186,18-25,All,SC,No Limit
SCM6187,41-60,All,OBC,No Limit
SCM6188,41-60,All,SC,No Limit
SCM6189,41-60,Female,General,Below 2L
,26-40,All,All,No Limit
SCM6191,26-40,Male,OBC,2L-5L
SCM6192,26-40,Male,General,2L-5L
SCM6193,18-25,Female,General,Above 5L
SCM6194,26-40,Male,OBC,No Limit
SCM6195,26-40,All,General,Below 2L
SCM6196,41-60,Female,General,Below 2L
SCM6197,18-25,All,All,2L-5L
SCM6198,60+,All,ST,No Limit
SCM6199,60+,Male,ST,2L-5L
SCM6200,60+,Male,ST,2L-5L
SCM6201,41-60,Female,OBC,Below 2L
SCM6202,26-40,Female,OBC,Above 5L
SCM6203,60+,Female,All,Above 5L
SCM6204,26-40,Female,All,No Limit
SCM6205,18-25,All,ST,No Limit
SCM6206,41-60,Male,All,Above 5L
SCM6207,41-60,All,General,No Limit
SCM6208,18-25,Female,OBC,2L-5L
SCM6209,18-25,All,All,Above 5L
SCM6210,18-25,Male,ST,Below 2L
SCM6211,26-40,All,SC,Above 5L
SCM6212,60+,Female,General,2L-5L
SCM6213,18-25,Female,General,Above 5L
SCM6214,41-60,All,ST,Above 5L
SCM6215,26-40,Female,OBC,2L-5L
SCM6216,60+,Male,SC,2L-5L
SCM6217,60+,Male,All,No Limit
SCM6218,26-40,All,General,Below 2L
SCM6219,41-60,All,OBC,2L-5L
SCM6220,26-40,Female,All,Above 5L
SCM6221,60+,All,OBC,Below 2L
SCM6222,60+,Male,General,2L-5L
SCM6223,18-25,All,General,Below 2L
SCM6224,26-40,All,General,Below 2L
SCM6225,41-60,Female,All,Below 2L
SCM6226,60+,Male,All,Above 5L
,18-25,Female,ST,No Limit
SCM6228,18-25,Female,OBC,No Limit
SCM6229,41-60,All,ST,Below 2L
SCM6230,41-60,Male,OBC,Above 5L
SCM6231,18-25,Male,OBC,No Limit
SCM6232,60+,All,SC,2L-5L
SCM6233,18-25,Female,All,Above 5L
SCM6234,18-25,Male,OBC,2L-5L
SCM6235,60+,All,ST,Above 5L
SCM6236,41-60,All,ST,2L-5L
SCM6237,18-25,All,All,2L-5L
SCM6238,41-60,Female,ST,Below 2L
SCM6239,26-40,Male,SC,Below 2L
SCM6240,18-25,All,General,2L-5L
SCM6241,60+,Male,SC,Below 2L
SCM6242,41-60,Male,All,Below 2L
SCM6243,18-25,Male,General,No Limit
SCM6244,60+,Male,General,2L-5L
SCM6245,18-25,Male,General,Below 2L
SCM6246,41-60,Female,All,2L-5L
SCM6247,18-25,All,OBC,Below 2L
SCM6248,26-40,Male,General,No Limit
SCM6249,26-40,All,General,2L-5L
SCM6250,18-25,Female,OBC,Above 5L
SCM6251,18-25,Female,SC,Below 2L
SCM6252,41-60,Male,ST,No Limit
SCM6253,41-60,Male,All,2L-5L
SCM6254,41-60,Male,ST,No Limit
SCM6255,41-60,Female,General,No Limit
SCM6256,18-25,All,SC,Below 2L
SCM6257,41-60,Male,General,2L-5L
SCM6258,18-25,Female,All,No Limit
SCM6259,18-25,Female,All,No Limit
SCM6260,26-40,Male,SC,Above 5L
SCM6261,18-25,Male,General,2L-5L
SCM6262,60+,Female,OBC,Below 2L
SCM6263,41-60,Male,ST,2L-5L
SCM6264,26-40,All,OBC,2L-5L
SCM6265,18-25,Male,All,No Limit
SCM6266,18-25,Male,OBC,Below 2L
SCM6267,41-60,Female,General,No Limit
,18-25,All,All,Below 2L
SCM6269,26-40,Female,OBC,Below 2L
SCM6270,26-40,Male,ST,Above 5L
SCM6271,41-60,All,OBC,No Limit
SCM6272,18-25,Female,OBC,No Limit
SCM6273,18-25,Male,SC,Above 5L
SCM6274,18-25,Male,All,Below 2L
SCM6275,60+,Female,OBC,2L-5L
SCM6276,18-25,Male,ST,2L-5L
SCM6277,41-60,All,SC,No Limit
SCM6278,26-40,Female,All,Below 2L
SCM6279,41-60,Female,General,Above 5L
SCM6280,26-40,Male,General,2L-5L
,60+,All,OBC,Above 5L
SCM6282,18-25,Male,ST,Above 5L
SCM6283,18-25,Male,OBC,No Limit
SCM6284,41-60,Male,ST,Below 2L
SCM6285,60+,Female,ST,Above 5L
,26-40,Female,OBC,No Limit
SCM6287,60+,Male,ST,Above 5L
SCM6288,41-60,Male,General,2L-5L
SCM6289,60+,Female,All,2L-5L
SCM6290,60+,All,SC,Above 5L
SCM6291,41-60,Male,ST,Below 2L
SCM6292,41-60,Male,General,Above 5L
SCM6293,60+,Male,ST,Above 5L
SCM6294,60+,Female,All,Below 2L
SCM6295,18-25,Male,ST,Above 5L
SCM6296,60+,All,General,No Limit
SCM6297,41-60,Male,SC,Below 2L
SCM6298,18-25,All,OBC,Below 2L
SCM6299,18-25,Female,General,Above 5L
SCM6300,26-40,All,ST,No Limit
SCM6301,41-60,Female,SC,No Limit
SCM6302,60+,Female,SC,Below 2L
SCM6303,41-60,Female,OBC,2L-5L
SCM6304,18-25,All,OBC,Above 5L
SCM6305,26-40,All,All,No Limit
SCM6306,18-25,Female,ST,Below 2L
SCM6307,18-25,Female,General,Below 2L
SCM6308,18-25,All,OBC,No Limit
SCM6309,41-60,All,General,No Limit
SCM6310,26-40,Female,ST,No Limit
SCM6311,41-60,All,ST,2L-5L
SCM6312,41-60,Female,ST,No Limit
SCM6313,41-60,All,OBC,Above 5L
SCM6314,60+,Female,ST,Above 5L
SCM6315,18-25,Male,OBC,Above 5L
SCM6316,26-40,All,General,Above 5L
SCM6317,26-40,All,SC,No Limit
SCM6318,41-60,Female,General,Above 5L
SCM6319,41-60,Female,All,No Limit
SCM6320,18-25,Female,OBC,2L-5L
SCM6321,41-60,Female,ST,Above 5L
SCM6322,18-25,All,OBC,2L-5L
SCM6323,18-25,Female,General,No Limit
SCM6324,18-25,Female,ST,Above 5L
SCM6325,26-40,Male,All,Above 5L
SCM6326,60+,Female,SC,Above 5L
SCM6327,60+,All,SC,Below 2L
SCM6328,26-40,Male,OBC,Below 2L
SCM6329,18-25,All,SC,Below 2L
SCM6330,60+,Male,All,2L-5L
SCM6331,41-60,All,OBC,2L-5L
SCM6332,18-25,Male,ST,2L-5L
SCM6333,26-40,All,ST,2L-5L
SCM6334,26-40,Male,ST,No Limit
SCM6335,60+,All,SC,Above 5L
SCM6336,18-25,Female,SC,Above 5L
SCM6337,18-25,All,ST,Below 2L
SCM6338,60+,All,All,Above 5L
SCM6339,26-40,Male,ST,Below 2L
SCM6340,60+,Female,All,Below 2L
SCM6341,26-40,All,All,Above 5L
SCM6342,26-40,Male,All,Below 2L
SCM6343,60+,Male,ST,Below 2L
SCM6344,41-60,Female,ST,Below 2L
SCM6345,18-25,All,ST,Above 5L
SCM6346,18-25,Female,OBC,2L-5L
SCM6347,18-25,Male,ST,No Limit
SCM6348,41-60,Female,ST,Above 5L
SCM6349,18-25,Female,SC,2L-5L
SCM6350,18-25,Male,All,No Limit
SCM6351,18-25,Female,OBC,Below 2L
SCM6352,41-60,All,SC,Above 5L
SCM6353,26-40,All,OBC,Above 5L
SCM6354,26-40,Male,SC,Above 5L
SCM6355,60+,Female,ST,Above 5L
